710_760	400	2.9025390837894	77.3539199094102	3.84325791506971	0	-0.483808971880929	0	-0.12474080155426	38.0524388514757	1.61875390823096	0	-1.0409297047884	24.3369024186086	1.66765782690761	0	-2.0414045282529	0	-0.0331591354480927	400	1.80362955261951
590_645	400	1.21287449235937	400	1.4071528209359	32.5576770442544	1.17787919570232	52.4710832997223	1.52791487765289	400	0.682801114670304	0	-1.96074934991397	18.8499193137665	1.31646896696891	0	-1.97585560118957	0	-0.612561493593946	28.0186118247863	1.02784771043856
1616_1655	0	0.392834258670877	46.4849478556356	2.61117643756483	65.95307582577	0.239103837099929	34.6955741041906	2.2568551392429	400	1.10392333818518	0	-2.22943948542881	4.66494348056091	0.773326641942377	5.11698623147528	1.97963526410207	400	1.38500583306167	2.2932651533823	1.02024229425936
1388_1500	56.390896717168	2.19874720655458	51.9849757366754	3.2202909702792	18.0124588585028	2.15668835116482	0	-0.534548859086414	400	2.56604815109557	0	-1.32914668348787	17.2472219357433	2.08144893730471	0.00726979604585726	0.0218086319970129	13.329299674768	1.48284301419037	14.7754928352729	2.0351411706387
5829_5857	15.2173410848284	1.95031602296993	400	2.44405217259204	400	0.897389637201657	0	-0.172046934014589	0	-0.028749261911041	0	-1.29281466597432	21.0239941074919	1.59687050477279	0.111169271957982	0.1300778435595	0	-0.473390786603021	400	1.50658605491517
616_640	80.4442407069106	1.62161312266699	52.2035158651054	2.58669195360264	0	-1.0457961915176	21.2787583782184	1.11726054201582	4.2673650324608	0.301513653824257	0	-1.65288545087797	15.9870784544554	0.508074410858765	0.611632332842699	0.492647922944208	400	1.94910610148932	19.1169123259443	2.13923033047645
1525_1544	400	1.47977198324394	400	1.65970117312414	47.3251755876213	1.24925566486	3.92314118987141	0.158738020951839	34.1744700275101	2.5773127712039	0	-2.43856330560975	42.7984117189265	0.603643293913619	39.5177268433686	1.74618904285132	24.2088288504463	1.62461341297222	83.6580908798202	1.14185420820649
10008_10049	0.322830664273277	1.39283425867088	60.7804154737857	4.7329217099172	6.07198329659009	0.938508181115286	1.29249795387034	0.381717022918806	87.6209847133065	2.37627448052246	0	-1.71257905941401	6.2567568516132	1.04938772807241	0	-1.70327228703105	69.8915364587964	3.15702212095287	400	1.28833832577766
4419_4464	400	1.42212575984151	72.1356016602838	2.54199640986234	400	2.05923112912694	4.53469152041269	0.346772976015144	400	0.713430363022839	0	-0.815745295159763	0	-0.256892247473487	0	-1.8222254144092	19.952491494406	2.27363130786272	0.80465394165158	0.273119585010265
1274_1347	49.0381471992838	0.763063962591046	400	2.61740381252036	0.231828257275086	0.0609779649981271	0	-0.722523923546058	13.6437828657803	1.29184731923078	0	-0.980594336860383	0	-0.011816190012164	0	-2.43896510207554	34.5707161710659	2.47777202464295	2.82997310184888	1.0258888574005
15958_15989		400	1.57829287512262	0	-1.26867725514409	3.68958285506706	0.397351438860776	400	1.45397288674736	0	-0.42644463462988	24.7146227467502	1.03043925376293	0	-0.628755073516974	65.1149272744477	1.68209615321808	400	3.05553934637265
